YYYY MM DD hh WD   WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS
1999 04 11 06 108  7.3  8.6   .80  4.55  3.78 999 1018.3   3.2   2.3 999.0 99.0
1999 04 11 07 100  6.4  7.4   .70  4.35  3.76 999 1017.6   3.0   2.3 999.0 99.0
1999 04 11 08  95  8.0  8.9   .73  4.35  3.80 999 1016.4   3.0   2.3 999.0 99.0
1999 04 11 09  72  8.1  9.9   .66  3.85  3.53 999 1015.6   2.5   2.3 999.0 99.0
1999 04 11 10  70 10.9 13.2   .77  4.17  3.54 999 1014.3   2.6   2.3 999.0 99.0
1999 04 11 11  80 11.2 13.4  1.07  4.35  3.85 999 1015.0   2.5   2.3 999.0 99.0
1999 04 11 12  78 11.4 13.5  1.36  4.76  4.17 999 1014.9   2.4   2.3 999.0 99.0
1999 04 11 13  75 11.4 14.1  1.61  5.00  4.47 999 1014.6   2.2   2.3 999.0 99.0
1999 04 11 14  78  8.9 11.1  1.49  5.56  4.56 999 1015.7   2.1   2.3 999.0 99.0
1999 04 11 15  78  9.6 11.6  1.46  5.56  4.51 999 1015.7   1.9   2.3 999.0 99.0
